2015/04/03 10:48:59 - gen.res_b_WVdlc - INFO -  -  -  -  -  -  -  -  -  -  -  -  -  -  -  -  -  -  -  -  -  -  -  -  -  -  -  -  -  -  - 
2015/04/03 10:49:01 - gen.res_b_WVdlc - INFO - ['WV000002', 'FERGUSON BROTHERS HEAT & PLUMB CO', 'FERGUSON BROTHERS HEAT & PLUMB CO', '912 MADISON AVE # 9127', 'HUNTINGTON', u'WV', u'257042522', u'06', u'304-522-8371', u'A B C D F G H ', u'11/16/2015', 'License Number']
2015/04/03 10:49:16 - gen.res_b_WVdlc - INFO - ['WV000268', 'MARK ODELL CONSTRUCTION LLC', 'MARK ODELL CONSTRUCTION LLC', '212 POST ROAD', 'NETTIE', u'WV', u'266819607', u'34', u'304-651-2780', u' B I 005 ', u'1/18/2016', 'License Number']
2015/04/03 10:49:16 - gen.res_b_WVdlc - INFO - ['WV000269', 'E E MOORE CO', 'E E MOORE CO', 'PO BOX 8624', 'SOUTH CHARLESTON', u'WV', u'253030624', u'20', u'304-744-5103', u' B H I 999 007 ', u'9/17/2015', 'License Number']
2015/04/03 10:49:16 - gen.res_b_WVdlc - INFO - ['WV000270', 'SNYDER ENVIRONMENTAL SERVICES INC', 'SNYDER ENVIRONMENTAL SERVICES INC', '270 INDUSTRIAL BLVD', 'KEARNEYSVILLE', u'WV', u'254309646', u'19', u'304-725-9140', u'A C F G ', u'8/2/2015', 'License Number']
2015/04/03 10:49:16 - gen.res_b_WVdlc - INFO - ['WV000278', 'RICHARD S LOGSTON', 'LOGSTON SIDING & REMODELING', '3409 GLENDALE HGTS RD', 'GLEN DALE', u'WV', u'26038', u'26', u'304-232-4840', u'A B G H I 999 ', u'8/2/2015', 'License Number']
2015/04/03 10:49:16 - gen.res_b_WVdlc - INFO - ['WV000280', 'GEORGE E CARR', 'CARRS DRIVEWAY & GENERAL CONT', '63 GAP VIEW DR', 'CHARLESTON', u'WV', u'253066650', u'20', u'304-925-7030', u' I 999 007 004 006 002 ', u'8/2/2015', 'License Number']
2015/04/03 10:49:18 - gen.res_b_WVdlc - INFO - ['WV000281', 'CHARLES A POZELL', 'CHAZ POZELL CONTRACTING', '506 TOMLINSON AVE', 'GLEN DALE', u'WV', u'260381629', u'26', u'304-845-2311', u' B H ', u'11/1/2015', 'License Number']
2015/04/03 10:49:18 - gen.res_b_WVdlc - INFO - ['WV000284', 'HARRY MCELDOWNEY', 'HARRY MCELDOWNEY', '276 JERRY RUN RD', 'BRIDGEPORT', u'WV', u'263300006', u'17', u'304-842-5196', u' B H ', u'8/2/2015', 'License Number']
2015/04/03 10:49:18 - gen.res_b_WVdlc - INFO - ['WV000287', 'TRI COUNTY ELECTRIC CO INC', 'TRI COUNTY ELECTRIC CO INC', '300 SCOTTDALE AVENUE', 'SCOTTDALE', u'PA', u'15683', u'0', u'724-887-9110', u'A B C D E F G H I 999 ', u'8/2/2015', 'License Number']
2015/04/03 10:49:18 - gen.res_b_WVdlc - INFO - ['WV000289', 'J E ROCKIS RENTAL & SUPPLY INC', 'J E ROCKIS RENTAL & SUPPLY INC', 'PO BOX 4183', 'STAR CITY', u'WV', u'26504', u'31', u'304-282-3470', u' B C E F G H I 999 004 007 003 ', u'8/2/2015', 'License Number']
2015/04/03 10:49:18 - gen.res_b_WVdlc - INFO - ['WV000290', 'ROBERTS ESTATES INC', 'ROBERTS ESTATES INC', 'PO BOX 227', 'HENDRICKS', u'WV', u'262710227', u'47', u'304-478-2307', u'A B C D E F G H I 999 004 007 009 010 003 002 ', u'8/2/2015', 'License Number']
2015/04/03 10:49:18 - gen.res_b_WVdlc - INFO - ['WV000293', 'ARCHER PLUMBING & HEATING INC', 'ARCHER PLUMBING & HEATING INC', '184 IVAN STREET', 'WASHINGTON', u'WV', u'26181', u'54', u'304-863-6440', u' D G ', u'9/20/2015', 'License Number']
2015/04/03 10:49:18 - gen.res_b_WVdlc - INFO - ['WV000300', 'H AND W CONSTRUCTION CO INC', 'H AND W CONSTRUCTION CO INC', 'PO BOX 2468', 'WINCHESTER', u'VA', u'226041668', u'0', u'540-667-3752', u' B H I 037 ', u'9/11/2015', 'License Number']
2015/04/03 10:49:18 - gen.res_b_WVdlc - INFO - ['WV000301', 'SQUIRES ELECTRIC INC', 'SQUIRES ELECTRIC INC', '1003 OLDTOWN ROAD', 'CUMBERLAND', u'MD', u'21502', u'0', u'301-722-7763', u'A D G ', u'9/4/2015', 'License Number']
2015/04/03 10:49:18 - gen.res_b_WVdlc - INFO - ['WV000308', 'THE EARLY CONSTRUCTION CO', 'THE EARLY CONSTRUCTION CO', '307 COUNTY ROAD 120 SOUTH', 'SOUTH POINT', u'OH', u'45680', u'0', u'304-894-5150', u' C F ', u'8/7/2015', 'License Number']
2015/04/03 10:49:18 - gen.res_b_WVdlc - INFO - ['WV000309', 'CHESTER MURPHY', 'MURPHY ROOFING & REPAIRS', '1640 POE LN', 'BRISTOL', u'WV', u'26426', u'17', u'304-782-2732', u' I 999 ', u'8/2/2015', 'License Number']
2015/04/03 10:49:18 - gen.res_b_WVdlc - INFO - ['WV000313', 'R BRADY ORR', 'R BRADY ORR CONTRACTING', '1540 DALLAS PIKE ROAD', 'TRIADELPHIA', u'WV', u'260599728', u'35', u'304-547-1961', u'A B D E G H I 015 004 007 010 001 009 030 027 069 058 ', u'10/20/2015', 'License Number']
2015/04/03 10:49:18 - gen.res_b_WVdlc - INFO - ['WV000314', 'BILL LOGAN PAINTING CONTRACTOR', 'BILL LOGAN PAINTING CONTRACTOR', 'RR 1 BOX 172', 'BEVERLY', u'WV', u'262539749', u'42', u'304-636-0144', u' I 015 ', u'9/10/2015', 'License Number']
2015/04/03 10:49:18 - gen.res_b_WVdlc - INFO - ['WV000315', 'HALL DOZER CO INC', 'HALL DOZER CO INC', '9500 S CALHOUN HWY.', 'MILLSTONE', u'WV', u'25261', u'07', u'304-655-8304', u' I 999 ', u'8/2/2015', 'License Number']
2015/04/03 10:49:18 - gen.res_b_WVdlc - INFO - ['WV000316', 'ADVANCE TANK AND CONSTRUCTION CO', 'ADVANCE TANK AND CONSTRUCTION CO', 'PO BOX 219', 'WELLINGTON', u'CO', u'805490219', u'0', u'970-568-3444', u' C ', u'8/7/2015', 'License Number']
2015/04/03 10:49:18 - gen.res_b_WVdlc - INFO - ['WV000320', 'DAVIS H ELLIOT CONSTRUCTION CO INC', 'DAVIS H ELLIOT CONSTRUCTION CO INC', '673 BLUE SKY PARKWAY', 'LEXINGTON', u'KY', u'40509', u'0', u'859-263-5148', u'A ', u'8/2/2015', 'License Number']
2015/04/03 10:49:18 - gen.res_b_WVdlc - INFO - ['WV000322', 'JEFFREY W ADAMS', 'JEFFREY W ADAMS', '812 ECHO VLY', 'GLEN DALE', u'WV', u'260381205', u'26', u'304-845-4891', u'A ', u'8/2/2015', 'License Number']
2015/04/03 10:49:18 - gen.res_b_WVdlc - INFO - ['WV000323', 'HAROLD V CATROW INC', 'HAROLD V CATROW INC', '128 MARSHALL STREET', 'KEARNEYSVILLE', u'WV', u'25430', u'19', u'304-725-7724', u'A B F G H I 999 002 008 004 007 006 ', u'8/2/2015', 'License Number']
2015/04/03 10:49:18 - gen.res_b_WVdlc - INFO - ['WV000326', 'H & S HEATING & COOLING CO', 'H & S HEATING & COOLING CO', 'PO BOX 819', 'POCA', u'WV', u'251590819', u'40', u'304-755-0622', u' D ', u'8/2/2015', 'License Number']
2015/04/03 10:49:18 - gen.res_b_WVdlc - INFO - ['WV000327', 'VFP FIRE SYSTEMS INC', 'VFP FIRE SYSTEMS INC', '301 YORK AVENUE', 'ST PAUL', u'MN', u'55130', u'0', u'651-558-3300', u' I 999 ', u'8/13/2015', 'License Number']
2015/04/03 10:49:18 - gen.res_b_WVdlc - INFO - ['WV000337', 'KEESLING CONSTRUCTION CO', 'KEESLING CONSTRUCTION CO', '933 NEW HOPE RD', 'PRINCETON', u'WV', u'24740', u'28', u'304-425-9588', u'A B C D E G H I 010 009 003 004 ', u'8/2/2015', 'License Number']
2015/04/03 10:49:18 - gen.res_b_WVdlc - INFO - ['WV000338', 'BRUCE W RAMSEY', 'RAMSEYS PLUMBING & HEATING', '216 NORTHFIELD DR', 'LEWISBURG', u'WV', u'249019318', u'13', u'304-645-3824', u' D E F G H ', u'10/31/2015', 'License Number']
2015/04/03 10:49:18 - gen.res_b_WVdlc - INFO - ['WV000342', 'HENSON BROTHERS INC', 'HENSON BROTHERS INC', 'PO BOX 655', 'NITRO', u'WV', u'251430655', u'20', u'304-768-7315', u' I 999 037 ', u'11/5/2015', 'License Number']
2015/04/03 10:49:18 - gen.res_b_WVdlc - INFO - ['WV000348', 'L L LAKE CONTRACTING LLC', 'L L LAKE CONTRACTING LLC', '1110 PHILIPPI PIKE', 'CLARKSBURG', u'WV', u'26301', u'17', u'304-622-1002', u'A B E G H I 999 001 010 009 ', u'8/20/2015', 'License Number']
2015/04/03 10:49:18 - gen.res_b_WVdlc - INFO - ['WV000349', 'HARBEL INC', 'HARBEL INC', 'PO BOX 358', 'CUMBERLAND', u'MD', u'215010358', u'0', u'301-729-8303', u' B C E I 004 010 ', u'8/2/2015', 'License Number']
2015/04/03 10:49:20 - gen.res_b_WVdlc - INFO - ['WV000351', 'MILLER DOOR INC', 'MILLER DOOR INC', '57 GLENDALE RD', 'PARKERSBURG', u'WV', u'26105', u'54', u'304-295-7009', u' I 017 ', u'8/2/2015', 'License Number']
2015/04/03 10:49:20 - gen.res_b_WVdlc - INFO - ['WV000354', 'ANDERSON ROOFING SHEET METAL WORKS', 'ANDERSON ROOFING SHEET METAL WORKS', '2633 PAPERMILL RD', 'WINCHESTER', u'VA', u'22601', u'0', u'540-662-2586', u' I 010 025 ', u'8/2/2015', 'License Number']
2015/04/03 10:49:20 - gen.res_b_WVdlc - INFO - ['WV000355', 'CARL BELT INC', 'BELT CONSTRUCTION', 'PO BOX 1210', 'CUMBERLAND', u'MD', u'215011210', u'0', u'301-729-8900', u' B C E I 004 010 ', u'8/2/2015', 'License Number']
2015/04/03 10:49:20 - gen.res_b_WVdlc - INFO - ['WV000358', 'BUCKEYE MECHANICAL CONTRACTING INC', 'BUCKEYE MECHANICAL CONTRACTING INC', '2325 TWP RD 370', 'TORONTO', u'OH', u'43964', u'0', u'740-282-0089', u' C D F G ', u'8/5/2015', 'License Number']
2015/04/03 10:49:20 - gen.res_b_WVdlc - INFO - ['WV000362', 'E P LEACH & SONS INC', 'E P LEACH & SONS INC', 'PO BOX 1823', 'HUNTINGTON', u'WV', u'25719', u'06', u'304-523-7560', u' B ', u'8/5/2015', 'License Number']
2015/04/03 10:49:20 - gen.res_b_WVdlc - INFO - ['WV000363', 'PETTICORD & SON INC', 'PETTICORD & SON INC', '10 FOREST PARK', 'WHEELING', u'WV', u'260034818', u'35', u'304-233-2727', u' I 999 015 ', u'8/5/2015', 'License Number']
2015/04/03 10:49:20 - gen.res_b_WVdlc - INFO - ['WV000365', 'MANESS CONTRACTING INC', 'MANESS CONTRACTING INC', '66 15TH ST', 'WHEELING', u'WV', u'260033552', u'35', u'304-233-2332', u'A B C D E G H ', u'8/5/2015', 'License Number']
2015/04/03 10:49:20 - gen.res_b_WVdlc - INFO - ['WV000368', 'ADAMS ROBINSON ENTERPRISES INC', 'ADAMS ROBINSON ENTERPRISES INC', '2735 NEEDMORE RD', 'DAYTON', u'OH', u'454144207', u'0', u'937-274-5318', u'A C ', u'8/5/2015', 'License Number']
2015/04/03 10:49:20 - gen.res_b_WVdlc - INFO - ['WV000372', 'CHRISTOPHER E NEIDHARDT', 'C E N HEATING & A/C', '90 DOG HOLLOW RD', 'VALLEY GROVE', u'WV', u'26060', u'35', u'304-547-1710', u'A D G ', u'2/13/2016', 'License Number']
2015/04/03 10:49:20 - gen.res_b_WVdlc - INFO - ['WV000373', 'MINCO MILLWORK COMPANY LLC', 'MINCO MILLWORK COMPANY LLC', 'RR 4 BOX 121-B', 'KEYSER', u'WV', u'26726', u'29', u'304-788-1985', u' H ', u'8/5/2015', 'License Number']
2015/04/03 10:49:20 - gen.res_b_WVdlc - INFO - ['WV000376', 'J F ALLEN COMPANY', 'J F ALLEN COMPANY', 'PO BOX 2049', 'BUCKHANNON', u'WV', u'262017049', u'17', u'304-472-8890', u' C ', u'8/5/2015', 'License Number']
2015/04/03 10:49:20 - gen.res_b_WVdlc - INFO - ['WV000378', 'FISHER TANK COMPANY', 'FISHER TANK COMPANY', '3131 W 4TH STREET', 'CHESTER', u'PA', u'190131822', u'0', u'215-494-7200', u' C ', u'4/9/2015', 'License Number']
2015/04/03 10:49:20 - gen.res_b_WVdlc - INFO - ['WV000379', 'HENKELS & MCCOY INC', 'HENKELS & MCCOY INC', '985 JOLLY RD', 'BLUE BELL', u'PA', u'194221958', u'0', u'215-283-7644', u'A B C F I 999 ', u'8/5/2015', 'License Number']
2015/04/03 10:49:20 - gen.res_b_WVdlc - INFO - ['WV000381', 'GASCO DRILLING INC', 'GASCO DRILLING INC', 'PO BOX 330', 'CEDAR BLUFF', u'VA', u'246090330', u'0', u'276-964-2696', u' I 999 002 ', u'10/29/2015', 'License Number']
2015/04/03 10:49:20 - gen.res_b_WVdlc - INFO - ['WV000384', 'HOSPITALITY BUILDERS INC', 'HOSPITALITY BUILDERS INC', '150 KNOLLWOOD DR', 'RAPID CITY', u'SD', u'57701', u'0', u'605-791-3400', u'A B D G ', u'9/7/2015', 'License Number']
2015/04/03 10:49:20 - gen.res_b_WVdlc - INFO - ['WV000385', 'HARTMAN & HARTMAN INC', 'HARTMAN & HARTMAN INC', '67 SEAL ROAD', 'EIGHTY FOUR', u'PA', u'153301828', u'0', u'724-239-6002', u'A B C D F G ', u'8/5/2015', 'License Number']
2015/04/03 10:49:20 - gen.res_b_WVdlc - INFO - ['WV000388', 'EXCLUSIVE HOME DESIGNS LTD', 'EXCLUSIVE HOME DESIGNS LTD', '3058 MOUNT VERNON RD', 'HURRICANE', u'WV', u'255269793', u'40', u'304-757-8978', u'A B C D E F G H ', u'8/5/2015', 'License Number']
2015/04/03 10:49:20 - gen.res_b_WVdlc - INFO - ['WV000390', 'LUTHER P ALT', 'LUTHER P ALT', '1974 KELLERS RIDGE RD', 'PETERSBURG', u'WV', u'268479717', u'12', u'304-257-8552', u' I 999 ', u'8/5/2015', 'License Number']
2015/04/03 10:49:20 - gen.res_b_WVdlc - INFO - ['WV000392', 'BEITZEL CORPORATION', 'BEITZEL CORPORATION', '12072 BITTINGER RD', 'GRANTSVILLE', u'MD', u'215363116', u'0', u'301-245-4107', u'A B C D F G ', u'8/5/2015', 'License Number']
2015/04/03 10:49:20 - gen.res_b_WVdlc - INFO - ['WV000397', 'HOGSETT INSULATION CO INC', 'HOGSETT INSULATION CO INC', '204 BARTON DR', 'BARBOURSVILLE', u'WV', u'255041104', u'06', u'304-529-6811', u'A B D E F G H I 999 ', u'8/5/2015', 'License Number']
2015/04/03 10:49:20 - gen.res_b_WVdlc - INFO - ['WV000398', 'WARREN D SOMERVILLE', 'WARREN D BUILDERS', '# 8 HEATHER GLEN', 'VIENNA', u'WV', u'26105', u'54', u'304-488-4547', u' B H ', u'8/5/2015', 'License Number']
2015/04/03 10:49:20 - gen.res_b_WVdlc - INFO - ['WV000399', 'WILLIAM R SHARPE INC', 'WILLIAM R SHARPE INC', 'PO BOX 789', 'CLARKSBURG', u'WV', u'263020789', u'17', u'304-622-4681', u'A B C D E F G H I 999 ', u'8/15/2015', 'License Number']
2015/04/03 10:49:20 - gen.res_b_WVdlc - INFO - ['WV000400', 'HARRY F ABBOTT JR', 'HARRY F ABBOTT JR', 'PO BOX 11858', 'LYNCHBURG', u'VA', u'24506', u'0', u'434-528-4423', u'A B C D E F G I 005 ', u'12/9/2015', 'License Number']
2015/04/03 10:49:20 - gen.res_b_WVdlc - INFO - ['WV000401', 'MONTROSE CONSTRUCTION CO', 'MONTROSE CONSTRUCTION CO', 'RT 1 BOX 129', 'MONTROSE', u'WV', u'262830000', u'42', u'304-636-7752', u'A B D E F G H I 999 007 004 ', u'8/5/2015', 'License Number']
2015/04/03 10:49:22 - gen.res_b_WVdlc - INFO - ['WV000408', 'FAMCO INC', 'FAMCO INC', 'PO BOX 1577', 'HUNTINGTON', u'WV', u'25716', u'06', u'304-529-3328', u' C I 999 ', u'8/5/2015', 'License Number']
2015/04/03 10:49:22 - gen.res_b_WVdlc - INFO - ['WV000409', 'DAVID E MARTIN', 'MARTINS BACKHOE SERVICE', '801 LITTLE ISLAND CREEK ROAD', 'PIPESTEM', u'WV', u'259798812', u'28', u'304-384-7126', u'A B C D E F G H I 002 ', u'8/5/2015', 'License Number']
2015/04/03 10:49:22 - gen.res_b_WVdlc - INFO - ['WV000412', 'PERFORMANCE CONTRACTING INC', 'PERFORMANCE CONTRACTING INC', '16400 COLLEGE BLVD', 'LENEXA', u'KS', u'66219', u'0', u'913-888-8600', u' B I 999 ', u'8/5/2015', 'License Number']
2015/04/03 10:49:22 - gen.res_b_WVdlc - INFO - ['WV000415', 'THE WHITACRE ENGINEERING CO', 'THE WHITACRE ENGINEERING CO', 'PO BOX 8444', 'CANTON', u'OH', u'447118444', u'0', u'330-455-8505', u' I 007 ', u'8/5/2015', 'License Number']
2015/04/03 10:49:22 - gen.res_b_WVdlc - INFO - ['WV000419', 'MULLINS CONSTRUCTION COMPANY', 'MULLINS CONSTRUCTION COMPANY', 'PO BOX 163', 'WHEELERSBURG', u'OH', u'45694', u'0', u'740-574-8012', u'A B D F G I 999 ', u'8/5/2015', 'License Number']
2015/04/03 10:49:22 - gen.res_b_WVdlc - INFO - ['WV000421', 'SUNRISE CONSTRUCTION COMPANY INC', 'SUNRISE CONSTRUCTION COMPANY INC', '352 MATLICK LANE PO BOX 256', 'MOATSVILLE', u'WV', u'264059731', u'01', u'304-457-2109', u' B F H ', u'8/5/2015', 'License Number']
2015/04/03 10:49:22 - gen.res_b_WVdlc - INFO - ['WV000422', 'IMPAQ INC', 'IMPAQ INC', '352 MATLICK LN PO BOX 256', 'MOATSVILLE', u'WV', u'264059731', u'01', u'304-457-5622', u' B F H ', u'8/5/2015', 'License Number']
2015/04/03 10:49:22 - gen.res_b_WVdlc - INFO - ['WV000423', 'ELLSWORTH ELECTRIC INC', 'ELLSWORTH ELECTRIC INC', '88 WEST LEE STREET', 'HAGERSTOWN', u'MD', u'21740', u'0', u'301-739-8800', u'A I 999 ', u'8/31/2015', 'License Number']
2015/04/03 10:49:22 - gen.res_b_WVdlc - INFO - ['WV000427', 'J P PHILLIPS INC', 'J P PHILLIPS INC', '601 TECHNOLOGY DRIVE #150', 'CANONSBURG', u'PA', u'15317', u'0', u'724-746-2424', u' I 027 086 ', u'8/2/2015', 'License Number']
2015/04/03 10:49:22 - gen.res_b_WVdlc - INFO - ['WV000431', 'PENN ELECTRIC COMPANY INC', 'PENN ELECTRIC COMPANY INC', '5208 MACCORKLE AVE SE', 'CHARLESTON', u'WV', u'25304', u'20', u'304-925-1959', u'A B D E G H I 999 007 010 004 002 ', u'8/5/2015', 'License Number']
2015/04/03 10:49:22 - gen.res_b_WVdlc - INFO - ['WV000437', 'JAY YOHO', 'WOODWORKS & MORE', '3819 FRANKLIN ST', 'BELLAIRE', u'OH', u'439061140', u'0', u'614-676-6902', u' B E H I 999 007 009 010 069 ', u'8/5/2015', 'License Number']
2015/04/03 10:49:22 - gen.res_b_WVdlc - INFO - ['WV000440', 'R & H DALTON CONST & MASONRY', 'R & H DALTON CONST & MASONRY', '13 SAND BANK ROAD', 'MORGANTOWN', u'WV', u'26508', u'31', u'304-292-1376', u' B E G H I 999 ', u'8/5/2015', 'License Number']
2015/04/03 10:49:22 - gen.res_b_WVdlc - INFO - ['WV000442', 'MENDON PIPELINE INC', 'MENDON PIPELINE INC', 'PO BOX 429', 'MENDON', u'NY', u'145060429', u'0', u'716-624-5880', u' B C ', u'8/6/2015', 'License Number']
2015/04/03 10:49:22 - gen.res_b_WVdlc - INFO - ['WV000444', 'BETTY REYNOLDS', 'REYNOLDS PLUMBING & HEATING', '647 KANAWHA STATE FOREST DR', 'CHARLESTON', u'WV', u'253149734', u'20', u'304-744-6108', u' G ', u'8/5/2015', 'License Number']
2015/04/03 10:49:22 - gen.res_b_WVdlc - INFO - ['WV000447', 'G W HEATING & COOLING INC', 'G W HEATING & COOLING INC', '238 BOGGS FORK ADDITION', 'SPENCER', u'WV', u'25276', u'44', u'304-927-1254', u'A D G H I 027 086 ', u'8/11/2015', 'License Number']
2015/04/03 10:49:22 - gen.res_b_WVdlc - INFO - ['WV000448', 'CHAPMAN CORPORATION', 'CHAPMAN CORPORATION', '331 S MAIN ST', 'WASHINGTON', u'PA', u'153016367', u'0', u'412-228-1900', u'A B C D F G ', u'8/5/2015', 'License Number']
2015/04/03 10:49:22 - gen.res_b_WVdlc - INFO - ['WV000450', 'AVALOTIS CORPORATION', 'AVALOTIS CORPORATION', 'PO BOX 6', 'VERONA', u'PA', u'151470006', u'0', u'412-828-9666', u' I 999 ', u'10/14/2015', 'License Number']
2015/04/03 10:49:22 - gen.res_b_WVdlc - INFO - ['WV000451', 'MASSARO INDUSTRIES INC', 'MASSARO INDUSTRIES INC', '91 PENNSYLVANIA AVE', 'OAKMONT', u'PA', u'151391920', u'0', u'412-828-1680', u' I 086 027 ', u'8/5/2015', 'License Number']
2015/04/03 10:49:22 - gen.res_b_WVdlc - INFO - ['WV000455', 'JOSEPH J MAURO INC', 'AIRTITE COMPANY', '640 RODI RD', 'PITTSBURGH', u'PA', u'152354524', u'0', u'412-731-2122', u' I 999 018 ', u'8/5/2015', 'License Number']
2015/04/03 10:49:22 - gen.res_b_WVdlc - INFO - ['WV000458', 'PAYNE WELL DRILLING INC', 'PAYNE WELL DRILLING INC', 'PO BOX 160', 'STEPHENSON', u'VA', u'226560160', u'0', u'540-662-4957', u' I 999 ', u'8/5/2015', 'License Number']
2015/04/03 10:49:22 - gen.res_b_WVdlc - INFO - ['WV000463', 'SUTTER ROOFING & METAL COMPANY INC', 'SUTTER ROOFING & METAL COMPANY INC', 'PO BOX 2036', 'CLARKSBURG', u'WV', u'263022036', u'17', u'304-624-6565', u' I 999 010 ', u'8/5/2015', 'License Number']
2015/04/03 10:49:22 - gen.res_b_WVdlc - INFO - ['WV000465', 'JIMMIE HARPER CONSTRUCTION INC', 'JHC TRUCKING AND RENTALS', 'PO BOX  5367', 'VIENNA', u'WV', u'26105', u'54', u'304-295-9257', u'A B C D E F G H I 999 ', u'9/5/2015', 'License Number']
2015/04/03 10:49:22 - gen.res_b_WVdlc - INFO - ['WV000469', 'MOUNTAIN STATE LOG HOMES INC', 'MOUNTAIN STATE LOG HOMES INC', 'PO BOX 679', 'JANE LEW', u'WV', u'26378', u'21', u'304-884-6641', u' B D E G H I 999 ', u'8/5/2015', 'License Number']
2015/04/03 10:49:22 - gen.res_b_WVdlc - INFO - ['WV000470', 'ALAN STONE COMPANY INC', 'ALAN STONE COMPANY INC', 'PO BOX 186', 'WILLIAMSTOWN', u'WV', u'26187', u'54', u'304-375-6484', u' C ', u'8/6/2015', 'License Number']
2015/04/03 10:49:24 - gen.res_b_WVdlc - INFO - ['WV000472', 'STEPHENS EXCAVATING INC', 'STEPHENS EXCAVATING INC', '11010 BECKLEY RD', 'HAGERSTOWN', u'MD', u'21740', u'0', u'301-582-2024', u' I 002 ', u'8/6/2015', 'License Number']
2015/04/03 10:49:24 - gen.res_b_WVdlc - INFO - ['WV000475', 'TRIMBLE ENGINEERS & CONSTRUCTORS IN', 'TRIMBLE ENGINEERS & CONSTRUCTORS IN', '2991 POINT MARION RD', 'MORGANTOWN', u'WV', u'265052944', u'20', u'304-292-9573', u' B C ', u'8/6/2015', 'License Number']
2015/04/03 10:49:24 - gen.res_b_WVdlc - INFO - ['WV000476', 'WHITE-SPUNNER CONSTRUCTION INC', 'WHITE-SPUNNER CONSTRUCTION INC', 'PO BOX 7986', 'MOBILE', u'AL', u'366700986', u'0', u'205-471-5189', u' B ', u'11/9/2015', 'License Number']
2015/04/03 10:49:24 - gen.res_b_WVdlc - INFO - ['WV000477', 'WEEKES CONSTRUCTION INC', 'WEEKES CONSTRUCTION INC', 'PO BOX 17977', 'GREENVILLE', u'SC', u'29606', u'0', u'864-233-0061', u' B ', u'8/6/2015', 'License Number']
2015/04/03 10:49:24 - gen.res_b_WVdlc - INFO - ['WV000480', 'PRELOAD INC', 'PRELOAD INC', '49 WIRELESS BLVD STE 200', 'HAUPPAUGE', u'NY', u'11788', u'0', u'631-231-8100', u' I 999 ', u'8/6/2015', 'License Number']
2015/04/03 10:49:24 - gen.res_b_WVdlc - INFO - ['WV000481', 'PI TUDOR ROOFING CO INC', 'PI TUDOR ROOFING CO INC', 'PO BOX 2871', 'HUNTINGTON', u'WV', u'25728', u'06', u'304-525-5461', u' E I 999 009 010 ', u'8/5/2015', 'License Number']
2015/04/03 10:49:24 - gen.res_b_WVdlc - INFO - ['WV000482', 'D & L WELD INC', 'D & L WELD INC', '301 WILSON ST', 'MARTINSBURG', u'WV', u'254013021', u'02', u'304-263-1149', u' B E H I 999 ', u'8/6/2015', 'License Number']
2015/04/03 10:49:24 - gen.res_b_WVdlc - INFO - ['WV000487', 'WILSON BLACKTOP CORP', 'WILSON BLACKTOP CORP', 'PO BOX 128', 'COLERAIN', u'OH', u'439160128', u'0', u'740-633-5202', u' I 999 006 ', u'8/6/2015', 'License Number']
2015/04/03 10:49:24 - gen.res_b_WVdlc - INFO - ['WV000490', 'ROGER A POWERS', 'POWERS CONSTRUCTION & CONTRACTING', '79 STARLING ESTATES', 'MORGANTOWN', u'WV', u'26508', u'31', u'304-291-0773', u'A B D E G H I 999 004 007 010 009 ', u'8/6/2015', 'License Number']
2015/04/03 10:49:24 - gen.res_b_WVdlc - INFO - ['WV000492', 'THE JAMES WHITE CONSTRUCTION COMPAN', 'THE JAMES WHITE CONSTRUCTION COMPAN', '4156 FREEDOM WAY', 'WEIRTON', u'WV', u'260625210', u'05', u'304-748-8181', u' C I 999 006 002 ', u'8/6/2015', 'License Number']
2015/04/03 10:49:24 - gen.res_b_WVdlc - INFO - ['WV000495', 'GARY MILLER CONSTRUCTION INC', 'GARY MILLER CONSTRUCTION INC', '113 HOLLIE DRIVE', 'TRIADELPHIA', u'WV', u'260599631', u'35', u'304-547-5727', u'A B C D G H ', u'11/28/2015', 'License Number']
2015/04/03 10:49:24 - gen.res_b_WVdlc - INFO - ['WV000496', 'W O GRUBB STEEL ERECTION INC', 'W O GRUBB STEEL ERECTION INC', '5120 JEFFERSON DAVIS HWY', 'RICHMOND', u'VA', u'232342276', u'0', u'804-271-9471', u' I 999 ', u'8/6/2015', 'License Number']
2015/04/03 10:49:24 - gen.res_b_WVdlc - INFO - ['WV000497', 'TRUMBO ELECTRIC INC', 'TRUMBO ELECTRIC INC', 'PO BOX 38', 'BROADWAY', u'VA', u'228150038', u'0', u'540-896-7095', u'A ', u'8/6/2015', 'License Number']
2015/04/03 10:49:24 - gen.res_b_WVdlc - INFO - ['WV000499', 'JEFFERSON ASPHALT PRODUCTS COMPANY', 'JEFFERSON ASPHALT PRODUCTS COMPANY', '175 JOHN J THOMAS WAY', 'CHARLES TOWN', u'WV', u'254140131', u'19', u'304-725-2539', u' I 016 006 002 ', u'8/6/2015', 'License Number']
2015/04/03 10:49:24 - gen.res_b_WVdlc - INFO - ['WV000501', 'SOPHIA PLUMBING COMPANY', 'SOPHIA PLUMBING COMPANY', 'PO BOX 1152', 'SOPHIA', u'WV', u'259211152', u'41', u'304-683-3640', u' D F G ', u'8/6/2015', 'License Number']
